Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result
"Moore,Joshua",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,14.0,oklahomast._texas_10_16_2021,https://texassports.com/sports/football/stats/2021/oklahoma-state/boxscore/14142,2021-10-16,texas,oklahoma st.,24.0,32.0,Loss
"Wiley,Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oklahomast._texas_10_16_2021,https://texassports.com/sports/football/stats/2021/oklahoma-state/boxscore/14142,2021-10-16,texas,oklahoma st.,24.0,32.0,Loss
"Dixon,Kelvontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oklahomast._texas_10_16_2021,https://texassports.com/sports/football/stats/2021/oklahoma-state/boxscore/14142,2021-10-16,texas,oklahoma st.,24.0,32.0,Loss
"Thompson,Casey",23.0,38.0,1.0,280.0,2.0,63.0,2.0,5.0,45.0,14.0,31.0,0.0,25.0,6.2,0.0,0.0,0.0,0.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
Totals,23.0,38.0,1.0,280.0,2.0,63.0,2.0,29.0,120.0,18.0,102.0,1.0,25.0,3.5,23.0,280.0,2.0,63.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,4.0,43.0,1.0,9.0,2.5,1.0,4.0,0.0,4.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,23.0,0.0,6.0,4.6,0.0,0.0,0.0,0.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Davis,Juan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Dicker,Cameron",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0,1.0,63.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Washington,Marcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,70.0,0.0,22.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Moore,Joshua",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,1.0,15.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,9.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Wiley,Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,10.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,texas_baylor_10_30_2021,https://texassports.com/sports/football/stats/2021/baylor/boxscore/14143,2021-10-30,baylor,texas,31.0,24.0,Loss
"Card,Hudson",14.0,23.0,0.0,101.0,1.0,24.0,3.0,7.0,5.0,30.0,-25.0,0.0,3.0,-3.6,0.0,0.0,0.0,0.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Thompson,Casey",2.0,6.0,0.0,2.0,0.0,6.0,1.0,2.0,8.0,6.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
Totals,16.0,29.0,0.0,103.0,1.0,24.0,4.0,35.0,141.0,37.0,104.0,0.0,14.0,3.0,16.0,103.0,1.0,24.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,90.0,0.0,90.0,0.0,14.0,5.0,8.0,36.0,0.0,9.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0,19.0,0.0,7.0,3.8,0.0,0.0,0.0,0.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,18.0,0.0,8.0,6.0,1.0,2.0,0.0,2.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Imade,Tope",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Moore,Joshua",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,24.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,1.0,18.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Dixon,Kelvontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Washington,Marcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_iowastate_11_6_2021,https://texassports.com/sports/football/stats/2021/iowa-state/boxscore/14144,2021-11-06,iowa state,texas,30.0,7.0,Loss
"Thompson,Casey",30.0,43.0,1.0,358.0,6.0,25.0,0.0,6.0,28.0,0.0,28.0,1.0,12.0,4.7,0.0,0.0,0.0,0.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Card,Hudson",3.0,5.0,1.0,52.0,1.0,33.0,1.0,1.0,0.0,4.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
TEAM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
Totals,33.0,49.0,2.0,410.0,7.0,33.0,1.0,32.0,174.0,10.0,164.0,1.0,16.0,5.1,33.0,410.0,7.0,33.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,76.0,6.0,70.0,0.0,16.0,5.0,3.0,48.0,1.0,25.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,37.0,0.0,14.0,6.2,3.0,19.0,0.0,10.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Brooks,Jonathon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,33.0,0.0,14.0,6.6,1.0,12.0,0.0,12.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,152.0,3.0,33.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Washington,Marcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,2.0,25.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,25.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Dixon,Kelvontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,18.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Wiley,Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,kansas_texas_11_13_2021,https://texassports.com/sports/football/stats/2021/kansas/boxscore/14145,2021-11-13,texas,kansas,56.0,57.0,Loss
"Card,Hudson",10.0,16.0,0.0,123.0,1.0,52.0,0.0,2.0,18.0,0.0,18.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Thompson,Casey",4.0,14.0,1.0,29.0,0.0,9.0,1.0,1.0,0.0,2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
Totals,14.0,30.0,1.0,152.0,1.0,52.0,1.0,28.0,209.0,6.0,203.0,2.0,49.0,7.3,14.0,152.0,1.0,52.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,111.0,0.0,111.0,1.0,49.0,12.3,1.0,16.0,0.0,16.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,3.0,77.0,1.0,19.0,5.1,1.0,4.0,0.0,4.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,85.0,1.0,52.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,17.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Washington,Marcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Wiley,Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_20_2021,https://texassports.com/sports/football/stats/2021/west-virginia/boxscore/14146,2021-11-20,west virginia,texas,31.0,23.0,Loss
"Thompson,Casey",17.0,23.0,1.0,170.0,1.0,28.0,1.0,3.0,12.0,1.0,11.0,0.0,7.0,3.7,0.0,0.0,0.0,0.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Johnson,Roschon",1.0,1.0,0.0,2.0,0.0,2.0,0.0,31.0,183.0,4.0,179.0,1.0,24.0,5.8,1.0,10.0,0.0,10.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
Totals,18.0,24.0,1.0,172.0,1.0,28.0,1.0,44.0,222.0,13.0,209.0,1.0,24.0,4.8,18.0,172.0,1.0,28.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Robinson,Keilan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,8.0,17.0,0.0,11.0,1.9,1.0,2.0,0.0,2.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,32.0,1.0,10.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Worthy,Xavier",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,0.0,28.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Wiley,Jared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,19.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Whittington,Jordan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,9.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Washington,Marcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Dixon,Kelvontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,kansasst._texas_11_26_2021,https://texassports.com/sports/football/stats/2021/kansas-state/boxscore/14147,2021-11-26,texas,kansas st.,22.0,17.0,Win
"Ehlinger,Sam",25.0,33.0,0.0,426.0,5.0,78.0,0.0,3.0,12.0,0.0,12.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Thompson,Casey",4.0,7.0,0.0,55.0,2.0,35.0,0.0,1.0,9.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Card,Hudson",0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
Totals,29.0,41.0,0.0,481.0,7.0,78.0,0.0,33.0,209.0,1.0,208.0,1.0,29.0,6.3,29.0,481.0,7.0,78.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Ingram,Keaontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,0.0,44.0,0.0,12.0,4.9,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Epps,Malcolm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,0.0,38.0,1.0,9.0,4.8,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,0.0,38.0,0.0,29.0,7.6,2.0,9.0,0.0,11.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Whittington,Jor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,0.0,15.0,15.0,2.0,45.0,0.0,43.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Smith,Jarrett",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Moore,Joshua",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,127.0,1.0,78.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Black,Tarik",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,1.0,31.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Schooler,Brende",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,1.0,40.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Washington,Marc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,1.0,26.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Brewer,Cade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,1.0,20.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Eagles,Brennan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,35.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Money,Kai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,1.0,17.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Liebrock,Brayde",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,10.0,utep_texas_9_12_2020,https://texassports.com/sports/football/stats/2020/utep/boxscore/13653,2020-09-12,texas,utep,59.0,3.0,Win
"Ehlinger,Sam",27.0,40.0,1.0,262.0,5.0,31.0,2.0,16.0,88.0,19.0,69.0,1.0,24.0,4.3,0.0,0.0,0.0,0.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Moore,Joshua",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,3.0,31.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
Totals,27.0,41.0,1.0,262.0,5.0,31.0,2.0,48.0,240.0,26.0,214.0,2.0,26.0,4.5,27.0,262.0,5.0,31.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Ingram,Keaontay",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,89.0,0.0,89.0,0.0,26.0,7.4,3.0,20.0,0.0,12.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Johnson,Roschon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,7.0,44.0,1.0,12.0,2.8,0.0,0.0,0.0,0.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Robinson,Bijan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,12.0,0.0,5.0,3.0,1.0,11.0,0.0,11.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Schooler,Brende",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58.0,1.0,27.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Money,Kai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,0.0,20.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Eagles,Brennan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0,12.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
"Washington,Marc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,7.0,texas_texastech_9_26_2020,https://texassports.com/sports/football/stats/2020/texas-tech/boxscore/13563,2020-09-26,texas tech,texas,56.0,63.0,Win
